10500, 5271, 999
10600, 3585, 0
10700, 5550, 997
10800, 2902, 7855
10900, 3476, 4560
11000, 1167, 6011
11100, 2717, 1054
11200, 3967, 1055
11300, 965, 3330
11400, 5988, 1002
11500, 4792, 1997
11600, 5141, 998
11700, 3335, 7088
11800, 3496, 6778
11900, 1774, 1042
12000, 5482, 994
12100, 3646, 2035
12200, 3421, 3518
12300, 2391, 0
12400, 2042, 2019
12500, 2180, 1001
12600, 2249, 3696
12700, 2198, 1000
12800, 1809, 2516
12900, 2218, 1000
13000, 1020, 3083
13100, 2207, 1000
13200, 2322, 3173
13300, 2224, 999
13400, 1005, 3445
13500, 2195, 999
13600, 2385, 1013
13700, 2177, 2007
13800, 2742, 3025
13900, 3325, 1000
14000, 2365, 994
14100, 1917, 1000
14200, 3498, 4870
14300, 2580, 4093
14400, 3794, 2459
14500, 2350, 2450
14600, 4433, 1131
14700, 2601, 1034
14800, 2099, 1996
14900, 3136, 1035
15000, 3713, 1004
15100, 4133, 989
15200, 2115, 2623
15300, 1596, 5315
15400, 2039, 5115
15500, 1603, 1031
15600, 2718, 1038
15700, 3922, 1121
15800, 4769, 1994
15900, 3551, 1007
16000, 2566, 5486
16100, 1839, 1071
16200, 2243, 1000
16300, 5416, 983
16400, 2558, 1371
16500, 2552, 5524
16600, 1907, 1000
16700, 4142, 1131
16800, 4924, 1002
16900, 1027, 1007
17000, 2343, 5234
17100, 212, 1033
17200, 2481, 2098
17300, 5039, 999
17400, 1279, 997
17500, 3614, 1036
17600, 4057, 1016
17700, 2601, 997
17800, 3186, 999
17900, 2159, 2030
18000, 5640, 1998
18100, 5410, 0
18200, 2015, 0
18300, 1434, 7193
18400, 2204, 7257
18500, 2649, 6673
18600, 2615, 7745
18700, 2215, 6558
18800, 2666, 6724
18900, 2647, 5847
19000, 1627, 7520
19100, 995, 7202
19200, 1598, 7793
19300, 2693, 7310
19400, 2566, 2029
19500, 3462, 996
19600, 5329, 0
19700, 5577, 999
19800, 5792, 1002
19900, 5757, 1035
20000, 5788, 1989
20100, 5501, 1036
20200, 2781, 1001
20300, 7146, 0
20400, 2047, 7062
20500, 1618, 8455
20600, 2052, 6912
20700, 2066, 5733
20800, 1414, 2145
20900, 1669, 3319
21000, 5852, 2029
21100, 1437, 1982
21200, 6405, 2041
21300, 5619, 1036
21400, 6166, 1000
21500, 2884, 8768
21600, 2206, 8194
21700, 5514, 4230
21800, 1422, 1043
21900, 1605, 1001
22000, 5504, 2876
22100, 1730, 8091
22200, 2336, 8391
22300, 2040, 7851
22400, 1587, 1041
22500, 1599, 1035
22600, 6840, 1002
22700, 5565, 8242
22800, 2594, 7517
22900, 1592, 4677
23000, 2720, 3462
23100, 2460, 1001
23200, 1689, 999
23300, 6521, 2547
23400, 3037, 8437
23500, 1421, 7640
23600, 2125, 3996
23700, 5948, 1035
23800, 7041, 2033
23900, 4003, 7054
24000, 4777, 10374
24100, 5659, 8608
24200, 4032, 7665
24300, 5442, 6592
24400, 6264, 8086
24500, 3607, 6480
24600, 4737, 1000
24700, 4709, 2434
24800, 4316, 6251
24900, 1000, 7009
25000, 4644, 999
25100, 2208, 6650
25200, 7131, 7645
25300, 8346, 7551
25400, 5042, 6731
25500, 7995, 6427
25600, 4498, 6343
25700, 999, 6923
25800, 3916, 7409
25900, 5030, 5810
26000, 5685, 5978
26100, 5904, 8299
26200, 5475, 7554
26300, 5339, 7882
26400, 5098, 6720
26500, 6378, 10657
26600, 6139, 8854
26700, 7318, 7213
26800, 6032, 8721
26900, 0, 6595
27000, 2394, 10826
27100, 5764, 999
27200, 1998, 2346
27300, 996, 7960
27400, 4675, 5641
27500, 2353, 7218
27600, 4475, 999
27700, 2454, 2035
27800, 5691, 979
27900, 999, 5084
28000, 1044, 7043
28100, 2033, 6914
28200, 2858, 7764
28300, 2577, 8606
28400, 335, 6980
28500, 1704, 5587
28600, 2321, 1033
28700, 6757, 1988
28800, 5694, 6903
28900, 2434, 1519
29000, 3946, 11591
29100, 3041, 3496
29200, 8380, 1035
29300, 3664, 7076
29400, 2229, 1044
29500, 5613, 6145
29600, 2859, 998
29700, 1004, 9853
29800, 2210, 2602
29900, 3009, 10865
30000, 2788, 2994
30100, 2574, 7587
30200, 2148, 2991
30300, 2814, 7213
30400, 1466, 2988
30500, 2601, 8172
30600, 1573, 4647
30700, 6161, 7653
30800, 8442, 0
30900, 6487, 7990
31000, 8794, 2036
31100, 2937, 6550
31200, 8540, 998
31300, 2589, 6544
31400, 7773, 1042
31500, 3065, 7572
31600, 9040, 0
31700, 4335, 7342
31800, 8514, 1997
31900, 2510, 5165
32000, 7990, 11876
32100, 2610, 0
32200, 7040, 9169
32300, 3799, 1968
32400, 2103, 8875
32500, 9777, 12519
32600, 4088, 4042
32700, 7359, 12958
32800, 3203, 2119
32900, 8809, 9891
33000, 2129, 1000
33100, 1007, 5909
33200, 7783, 12614
33300, 2744, 4229
33400, 6942, 9067
33500, 3857, 1042
33600, 4097, 4708
33700, 6837, 13289
33800, 2479, 999
33900, 5721, 7744
34000, 8826, 13373
34100, 2415, 3036
34200, 6438, 9294
34300, 9226, 12811
34400, 1987, 6037
34500, 7850, 13568
34600, 1021, 998
34700, 3577, 5228
34800, 7054, 0
34900, 2997, 1045
35000, 5311, 8294
35100, 5313, 11490
35200, 1428, 998
35300, 2609, 4410
35400, 8392, 10435
35500, 1184, 2860
35600, 3000, 6532
35700, 9543, 13452
35800, 1718, 4171
35900, 8907, 10896
36000, 1618, 999
36100, 4077, 4112
36200, 7189, 7673
36300, 10142, 12937
36400, 2714, 0
36500, 3329, 3822
36600, 7939, 7870
36700, 8419, 13516
36800, 2453, 13674
36900, 4062, 995
37000, 3841, 5436
37100, 8640, 9021
37200, 9088, 12811
37300, 2612, 15191
37400, 2665, 7160
37500, 3177, 6218
37600, 9049, 13826
37700, 10333, 14170
37800, 3033, 1042
37900, 2383, 4713
38000, 8008, 6627
38100, 6576, 13892
38200, 1795, 3605
38300, 2344, 4055
38400, 6080, 8825
38500, 9929, 12077
38600, 2681, 14801
38700, 2990, 14215
38800, 3414, 999
38900, 2822, 5844
39000, 8411, 13546
39100, 10834, 15264
39200, 4412, 3439
39300, 7887, 6891
39400, 9706, 14640
39500, 2325, 15284
39600, 2578, 1997
39700, 1577, 7149
39800, 6821, 11028
39900, 11053, 15367
40000, 2690, 16057
40100, 3166, 14776
40200, 1680, 16065
40300, 3049, 15793
40400, 1868, 16084
40500, 2880, 14876
40600, 3121, 14677
40700, 2681, 15853
40800, 2448, 16005
40900, 2978, 16375
41000, 2120, 16305
41100, 2180, 1032
41200, 2898, 1994
41300, 5427, 4785
41400, 7042, 15087
41500, 3908, 3445
41600, 7378, 6083
41700, 7128, 9455
41800, 7840, 8745
41900, 8874, 10825
42000, 7959, 12458
42100, 10405, 11218
42200, 11077, 11994
42300, 13662, 15509
42400, 9923, 13681
42500, 9792, 11319
42600, 11446, 14068
42700, 11667, 13770
42800, 11325, 12143
42900, 10118, 16095
43000, 11990, 13148
43100, 11980, 16846
43200, 12270, 13519
43300, 12388, 16487
43400, 11913, 13893
43500, 11165, 16441
43600, 12185, 12699
43700, 14131, 20103
43800, 2685, 18422
43900, 11297, 14561
44000, 6172, 11034
44100, 9996, 7963
44200, 11017, 8477
44300, 10953, 14861
44400, 4997, 12233
44500, 11413, 11641
44600, 1002, 10197
44700, 6157, 12209
44800, 8873, 11192
44900, 9003, 13825
45000, 8590, 13003
45100, 9387, 13204
45200, 9246, 12916
45300, 5837, 10436
45400, 10610, 12329
45500, 1998, 2288
45600, 8719, 11913
45700, 4318, 7294
45800, 999, 1004
45900, 3182, 10522
46000, 10202, 14805
46100, 3792, 16222
46200, 13251, 14103
46300, 10074, 14582
46400, 7751, 10007
46500, 5727, 6793
46600, 3846, 3649
46700, 2233, 18065
46800, 3025, 16356
46900, 13436, 13325
47000, 9804, 14923
47100, 7009, 12611
47200, 3177, 18691
47300, 14105, 16808
47400, 10555, 10313
47500, 6843, 8629
47600, 5043, 8470
47700, 3118, 18421
47800, 3053, 16422
47900, 12612, 16566
48000, 11094, 14521
48100, 7759, 9864
48200, 7473, 18568
48300, 2914, 16917
48400, 12872, 17472
48500, 10568, 14429
48600, 8593, 11745
48700, 4254, 3075
48800, 2064, 17639
48900, 13056, 17784
49000, 10041, 11661
49100, 7242, 8209
49200, 2508, 19935
49300, 16510, 19977
49400, 15005, 23642
49500, 1002, 10325
49600, 1543, 6531
49700, 5561, 1034
49800, 2038, 6612
49900, 2333, 1995
50000, 7267, 9182
50100, 276, 4870
50200, 8269, 10201
50300, 2355, 1000
50400, 2039, 7289
50500, 8554, 14571
50600, 2659, 15093
50700, 10835, 10828
50800, 5713, 7108
50900, 2329, 3465
51000, 2278, 19219
51100, 14180, 13265
51200, 8110, 10156
51300, 2931, 19158
51400, 13896, 14162
51500, 7946, 11345
51600, 4597, 19894
51700, 14921, 12655
51800, 6518, 9007
51900, 2006, 18287
52000, 13854, 14789
52100, 11702, 13170
52200, 11754, 12447
52300, 9920, 13652
52400, 5921, 9919
52500, 2448, 16312
52600, 12818, 11472
52700, 6839, 11395
52800, 3148, 19181
52900, 14912, 15628
53000, 9859, 10014
53100, 5322, 20034
53200, 15154, 17061
53300, 9749, 11224
53400, 3440, 18021
53500, 15053, 15571
53600, 7874, 10828
53700, 7152, 1035
53800, 2032, 21551
53900, 15371, 12345
54000, 7553, 20474
54100, 15125, 13574
54200, 6747, 20998
54300, 14663, 13745
54400, 9527, 20685
54500, 15684, 17450
54600, 8935, 21051
54700, 15575, 17169
54800, 6300, 20996
54900, 15768, 16961
55000, 7473, 21271
55100, 15861, 16662
55200, 8347, 21453
55300, 14788, 14377
55400, 5149, 21110
55500, 2062, 3670
55600, 5735, 12147
55700, 979, 1034
55800, 1538, 20510
55900, 12817, 15290
56000, 5838, 19112
56100, 13032, 11874
56200, 4575, 20849
56300, 15548, 13485
56400, 8730, 21258
56500, 14671, 16153
56600, 12302, 12982
56700, 3031, 16721
56800, 11960, 10275
56900, 10654, 18082
57000, 10968, 11140
57100, 2425, 4036
57200, 6362, 10873
57300, 10588, 12510
57400, 10258, 13013
57500, 8339, 22304
57600, 14373, 12244
57700, 4288, 19130
57800, 11370, 8619
57900, 3793, 19324
58000, 21155, 14465
58100, 12588, 14824
58200, 8275, 1016
58300, 7484, 17823
58400, 5892, 14622
58500, 13477, 16001
58600, 14142, 14114
58700, 9521, 17140
58800, 10906, 17259
58900, 10932, 18127
59000, 12141, 19608
59100, 9878, 19698
59200, 13802, 21927
59300, 7403, 12809
59400, 4196, 14432
59500, 10047, 13122
59600, 1998, 5425
59700, 7697, 11348
59800, 2426, 11180
59900, 9591, 9721
60000, 2306, 1034
60100, 4799, 6482
60200, 7748, 14854
60300, 2622, 2681
60400, 7717, 11628
60500, 1300, 3021
60600, 2438, 17871
60700, 14885, 11909
60800, 2379, 16028
60900, 6941, 20378
61000, 14312, 22648
61100, 2305, 3191
61200, 5823, 8790
61300, 9701, 13013
61400, 959, 2032
61500, 695, 6647
61600, 6165, 7715
61700, 4882, 19861
61800, 9563, 23080
61900, 14948, 13014
62000, 17663, 13582
62100, 4568, 18485
62200, 8813, 23000
62300, 14055, 25294
62400, 15724, 16535
62500, 18742, 13397
62600, 3896, 19423
62700, 11143, 24432
62800, 14585, 10665
62900, 17139, 17728
63000, 7402, 18221
63100, 9170, 21223
63200, 12848, 24757
63300, 13704, 13301
63400, 16458, 13048
63500, 2273, 17661
63600, 7367, 21500
63700, 8987, 10063
63800, 18136, 16780
63900, 5458, 18644
64000, 8964, 23301
64100, 14755, 12921
64200, 2370, 2036
64300, 3123, 8199
64400, 6267, 9779
64500, 2257, 16944
64600, 10658, 22174
64700, 11631, 23529
64800, 15196, 24607
64900, 2211, 5050
65000, 3034, 9474
65100, 9406, 11277
65200, 8377, 8864
65300, 17917, 13947
65400, 4254, 15575
65500, 7857, 19397
65600, 6997, 20130
65700, 8966, 20359
65800, 10235, 21422
65900, 11178, 7682
66000, 2985, 7030
66100, 17821, 18061
66200, 7170, 21650
66300, 9819, 21600
66400, 11329, 21634
66500, 11395, 23209
66600, 11163, 24925
66700, 15917, 9975
66800, 10250, 0
66900, 2824, 5225
67000, 6309, 20710
67100, 14793, 16001
67200, 4751, 15676
67300, 5128, 20077
67400, 7700, 20202
67500, 8592, 25127
67600, 12738, 23573
67700, 10055, 22726
67800, 11145, 21927
67900, 11244, 12694
68000, 334, 18574
68100, 12679, 14263
68200, 8287, 21492
68300, 11063, 23366
68400, 10876, 22290
68500, 13045, 22313
68600, 8706, 21180
68700, 11617, 24064
68800, 10158, 21407
68900, 6659, 21103
69000, 5782, 9314
69100, 4786, 24717
69200, 15353, 26692
69300, 18867, 27402
69400, 14225, 24626
69500, 15016, 24833
69600, 2464, 3679
69700, 9158, 9320
69800, 8165, 18618
69900, 14530, 11346
70000, 16952, 17055
70100, 19596, 27413
70200, 16557, 27175
70300, 21060, 32299
70400, 16119, 22737
70500, 8604, 18744
70600, 11767, 19667
70700, 13526, 16759
70800, 14849, 17262
70900, 12340, 17814
71000, 10532, 21501
71100, 14362, 21174
71200, 15323, 21756
71300, 7244, 11331
71400, 4582, 19542
71500, 15805, 16115
71600, 12597, 17458
71700, 7919, 20702
71800, 7403, 26257
71900, 20942, 28519
72000, 20829, 12813
72100, 21665, 34375
72200, 14886, 11191
72300, 3380, 6894
72400, 6975, 17363
72500, 9997, 24767
72600, 15380, 27377
72700, 13379, 21859
72800, 6978, 18848
72900, 7574, 16539
73000, 21392, 28507
73100, 14214, 24754
73200, 10862, 20348
73300, 5540, 18974
73400, 20421, 25804
73500, 12908, 22078
73600, 7014, 18668
73700, 2827, 16496
73800, 2471, 20617
73900, 14853, 18786
74000, 7573, 20798
74100, 12236, 19317
74200, 22105, 18675
74300, 19679, 27889
74400, 14629, 23385
74500, 8475, 19014
74600, 20988, 27495
74700, 13593, 20897
74800, 22172, 30004
74900, 15936, 25797
75000, 7646, 18845
75100, 21076, 29991
75200, 16178, 23160
75300, 9958, 20083
75400, 20364, 28750
75500, 14950, 23816
75600, 7749, 17573
75700, 18010, 25789
75800, 11908, 23694
75900, 20472, 30874
76000, 16308, 24316
76100, 7973, 16184
76200, 19670, 29161
76300, 16659, 24899
76400, 10576, 18455
76500, 19617, 28822
76600, 13721, 21676
76700, 21426, 30128
76800, 17076, 24375
76900, 11717, 20146
77000, 17682, 12069
77100, 9081, 8348
77200, 6365, 9305
77300, 6498, 25173
77400, 12699, 21710
77500, 6052, 30347
77600, 13679, 22150
77700, 7945, 15826
77800, 17069, 26902
77900, 16746, 26018
78000, 11707, 20144
78100, 22610, 31028
78200, 16760, 24934
78300, 10966, 20209
78400, 7573, 31045
78500, 17295, 24450
78600, 8304, 16742
78700, 17127, 24406
78800, 8908, 31863
78900, 14673, 23472
79000, 22280, 18303
79100, 2089, 2035
79200, 2033, 17611
79300, 2320, 16155
79400, 7398, 18115
79500, 17974, 26239
79600, 8540, 21476
79700, 19140, 25038
79800, 7925, 31738
79900, 14146, 23067
80000, 21242, 29648
80100, 12574, 39805
80200, 26392, 31526
80300, 3461, 16219
80400, 13837, 20023
80500, 18304, 24842
80600, 11220, 23407
80700, 14707, 29167
80800, 18966, 29358
80900, 22682, 29363
81000, 16564, 20245
81100, 3015, 21087
81200, 15975, 14377
81300, 8688, 21833
81400, 23867, 32329
81500, 12386, 21130
81600, 21770, 26026
81700, 10928, 19198
81800, 17659, 24779
81900, 7441, 31731
82000, 12267, 20586
82100, 22876, 27751
82200, 24231, 32483
82300, 15902, 24055
82400, 22317, 29759
82500, 12126, 20490
82600, 19306, 24681
82700, 22685, 32846
82800, 12396, 20428
82900, 19480, 24354
83000, 11374, 14479
83100, 12563, 18039
83200, 11637, 18302
83300, 8406, 25951
83400, 12694, 21470
83500, 18936, 25875
83600, 6576, 17511
83700, 13153, 14619
83800, 7276, 21821
83900, 18573, 26004
84000, 23932, 31638
84100, 10819, 17485
84200, 2732, 8785
84300, 15985, 32817
84400, 12823, 19246
84500, 18868, 24570
84600, 21630, 29179
84700, 8794, 34007
84800, 13034, 18947
84900, 18693, 24536
85000, 22949, 29454
85100, 9112, 18507
85200, 6847, 19404
85300, 14737, 13641
85400, 23888, 26655
85500, 24074, 30842
85600, 10500, 32976
85700, 15675, 20297
85800, 20121, 25728
85900, 24393, 31121
86000, 12189, 34618
86100, 17447, 22579
86200, 20743, 25530
86300, 24508, 26529
86400, 24082, 35117
86500, 9844, 32659
86600, 12432, 34470
86700, 14894, 21585
86800, 19391, 23912
86900, 23165, 29661
87000, 11749, 21477
87100, 19216, 26183
87200, 22912, 27285
87300, 24990, 31152
87400, 9477, 30938
87500, 9336, 34441
87600, 11381, 34018
87700, 11569, 34450
87800, 14593, 21517
87900, 20041, 24968
88000, 20687, 34638
88100, 15470, 20177
88200, 16851, 34517
88300, 19567, 26442
88400, 22243, 26740
88500, 24176, 27587
88600, 24904, 30410
88700, 25379, 31327
88800, 24115, 38261
88900, 21315, 27609
89000, 8001, 28367
89100, 11633, 30614
89200, 18814, 25360
89300, 11675, 30156
89400, 19307, 25372
89500, 21455, 30274
89600, 18108, 30973
89700, 8590, 8665
89800, 18003, 15013
89900, 20247, 28174
90000, 25941, 32765
90100, 11745, 33700
90200, 15180, 30525
90300, 15673, 24829
90400, 14204, 15978
90500, 21657, 30346
90600, 16501, 22201
90700, 18610, 39124
90800, 6732, 7064
90900, 20867, 24875
91000, 20756, 18796
91100, 12488, 8365
91200, 7168, 21274
91300, 2430, 16759
91400, 8248, 35751
91500, 13554, 34710
91600, 14784, 35274
91700, 17569, 35211
91800, 13432, 34370
91900, 14313, 35197
92000, 13701, 35287
92100, 13198, 33389
92200, 12941, 17400
92300, 2682, 20226
92400, 9045, 22014
92500, 10114, 10764
92600, 20059, 33034
92700, 13613, 34472
92800, 14353, 33029
92900, 13101, 14634
93000, 2287, 19791
93100, 9510, 20194
93200, 19037, 28616
93300, 23721, 28216
93400, 23818, 31056
93500, 23969, 28460
93600, 23900, 31088
93700, 25262, 28176
93800, 20485, 24767
93900, 20007, 22210
94000, 18735, 23355
94100, 17848, 37809
94200, 17671, 22551
94300, 16983, 39427
94400, 13470, 20536
94500, 17356, 36985
94600, 14248, 34689
94700, 14530, 33867
94800, 26956, 30989
94900, 25856, 29594
95000, 24068, 25482
95100, 2526, 18424
95200, 8418, 24056
95300, 12866, 20469
95400, 17025, 38586
95500, 14273, 35193
95600, 27730, 31487
95700, 24543, 28884
95800, 25037, 27766
95900, 20228, 21751
96000, 13403, 16967
96100, 3829, 15142
96200, 24032, 38490
96300, 18251, 35091
96400, 13589, 30805
96500, 24807, 26810
96600, 19662, 39757
96700, 17168, 19558
96800, 2034, 19736
96900, 8046, 20930
97000, 12685, 23678
97100, 23234, 33936
97200, 26895, 45899
97300, 17182, 36619
97400, 15392, 28313
97500, 14576, 33702
97600, 22234, 31259
97700, 20411, 28036
97800, 20178, 32025
97900, 22249, 31196
98000, 23821, 12340
98100, 19521, 15850
98200, 21371, 41458
98300, 29890, 30856
98400, 21339, 37334
98500, 13501, 32455
98600, 27823, 27202
98700, 20291, 37579
98800, 15091, 34163
98900, 16799, 35637
99000, 12254, 18649
99100, 9762, 35036
99200, 27574, 28044
99300, 21745, 24026
99400, 13759, 24880
99500, 10401, 35975
99600, 15341, 33558
99700, 28210, 27878
99800, 20374, 41216
99900, 13468, 36022
100000, 28315, 31287
